"Household Population by Ethnicity, Region, Province, and Highly Urbanized City: Philippines, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Region, Province,
and Highly Urbanized City"," Household
Population ", Ethnicity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region V (Bicol Region),"6,067,290",186,"1,016",137,3,3,373,17,10,50,49,"10,748",18,2,"2,985",36,146,9,"92,431",964,38,6,363,23,9,-,83,4,22,17,12,30,22,-,3,-,39,5,163,52,6,3,5,25,135,8,33,9,-,90,7,16,1,-,13,3,22,5,1,10,"2,717","4,778,916","162,051","1,867",477,76,284,45,240,134,10,12,4,3,6,1,334,36,42,596,"1,578",263,"106,246","1,300",249,133,96,192,"1,418",24,6,451,5,-,-,5,9,59,5,94,376,137,42,69,789,260,19,207,9,"15,434","47,881",78,702,9,48,-,6,7,-,9,123,15,2,9,7,-,1,11,1,4,-,-,-,-,23,-,1,189,-,119,"1,389",19,-,2,-,-,47,127,-,5,-,-,-,-,-,5,-,2,6,-,-,32,3,-,3,-,6,1,-,-,-,-,-,-,5,4,-,-,-,2,-,5,1,12,-,-,-,-,2,-,-,27,-,3,34,99,83,"3,717",-,371,13,3,10,21,54,-,44,77,-,578,5,28,27,5,439,13,-,3,-,2,37,12,7,19,4,217,"1,081",10,1,-,2,21,6,65,85,21,"5,323","639,731",26,12,2,699,116,29,5,46,27,"3,589",1,600,269,8,2,112,3,30,49,12,292,138,888,41,48,31,-,5,"150,875",25,-,-,-,95,4,8,614,7,1,9,3,5,-,21,20,"13,820",91,5,15,"1,438","1,405",594,142
Albay,"1,372,550",31,109,30,-,-,102,-,-,-,1,123,5,1,21,1,25,-,"10,619",960,-,-,74,1,-,-,13,-,-,-,3,3,7,-,-,-,6,-,144,15,-,-,-,1,102,-,1,3,-,59,3,7,-,-,5,-,7,-,1,-,287,"1,312,546","11,661",414,136,31,89,12,50,26,1,-,-,1,3,-,55,7,17,126,266,62,"1,886",375,47,41,3,52,312,4,2,7,-,-,-,1,-,22,-,20,80,21,9,9,164,55,1,30,6,"3,236","2,704",2,308,-,6,-,2,1,-,1,16,1,-,-,-,-,-,7,-,-,-,-,-,-,4,-,-,55,-,1,-,5,-,-,-,-,4,48,-,-,-,-,-,-,-,-,-,-,1,-,-,7,-,-,1,-,3,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,21,-,-,5,22,6,792,-,82,1,2,9,3,21,-,10,14,-,146,5,7,5,-,92,-,-,-,-,-,6,-,-,-,-,33,213,1,-,-,2,-,-,1,29,3,"1,332","1,518",-,-,2,211,35,13,4,16,8,707,-,129,72,2,-,-,-,-,4,4,115,21,226,4,8,4,-,1,"14,872",1,-,-,-,2,-,-,100,-,-,-,-,-,-,13,6,"2,752",17,1,-,358,446,161,19
Camarines Norte,"628,807",18,53,5,-,-,22,17,2,27,3,63,2,-,-,4,16,-,12,-,15,-,50,-,1,-,32,1,8,5,-,1,-,-,-,-,1,-,14,5,-,3,-,5,-,4,-,-,-,17,-,1,-,-,-,3,8,-,-,-,364,"538,572","8,969",325,56,14,39,1,24,11,-,-,-,-,-,-,30,5,5,50,234,20,920,178,31,21,17,13,137,-,-,380,4,-,-,-,-,-,-,24,61,11,4,25,133,31,3,57,-,"2,537","1,673",4,101,-,-,-,-,-,-,4,30,9,-,-,4,-,1,-,-,-,-,-,-,-,6,-,-,40,-,37,"1,373",-,-,-,-,-,16,22,-,-,-,-,-,-,-,-,-,2,1,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,1,14,22,-,636,-,10,-,-,-,1,4,-,15,21,-,65,-,-,9,-,50,-,-,-,-,-,4,7,-,-,-,10,223,-,1,-,-,1,-,-,-,2,780,136,1,-,-,80,11,-,-,13,-,639,-,69,18,1,-,-,-,-,8,-,31,4,86,13,16,2,-,-,"66,552",3,-,-,-,4,-,-,86,-,-,-,1,-,-,-,-,"1,720",8,-,4,138,123,89,15
Camarines Sur,"2,062,277",103,710,97,1,-,140,-,3,7,36,"10,367",8,-,"2,551",19,79,9,"55,032",2,8,1,129,-,8,-,22,-,6,12,9,16,11,-,3,-,21,4,4,13,3,-,4,12,28,-,19,6,-,9,-,5,-,-,5,-,6,2,-,4,"1,604","1,888,626","19,472",426,160,26,93,17,69,51,5,-,-,-,1,-,151,17,8,104,720,86,"2,497",419,93,42,49,68,536,5,4,25,-,-,-,4,6,25,1,20,64,68,8,13,280,53,15,95,3,"5,826","4,387",37,207,1,29,-,2,-,-,2,48,3,2,-,-,-,-,-,1,1,-,-,-,-,6,-,1,73,-,81,16,9,-,2,-,-,16,36,-,-,-,-,-,-,-,-,-,-,3,-,-,7,-,-,-,-,1,-,-,-,-,-,-,-,4,-,-,-,-,-,-,3,1,8,-,-,-,-,2,-,-,-,-,2,8,39,18,"1,423",-,114,6,1,1,1,21,-,7,27,-,230,-,6,9,-,203,7,-,-,-,-,23,5,7,-,4,92,400,-,-,-,-,1,-,18,-,6,"1,207",666,-,-,-,215,49,15,1,8,17,"1,299",-,167,95,5,-,95,-,2,23,7,25,49,296,11,16,12,-,4,"52,914",19,-,-,-,4,-,4,272,3,-,7,1,-,-,1,5,"4,332",30,4,5,556,512,224,43
Catanduanes,"270,775",10,5,-,-,-,40,-,-,12,-,41,1,-,-,1,10,-,2,-,7,-,24,-,-,-,6,-,-,-,-,10,-,-,-,-,1,-,-,5,-,-,-,7,-,2,-,-,-,-,4,-,-,-,-,-,-,3,-,-,150,"255,975","4,522",91,49,-,11,1,5,15,-,4,-,-,-,-,31,-,3,18,90,18,654,46,12,2,13,4,107,-,-,12,-,-,-,-,-,1,3,8,29,3,-,8,75,11,-,11,-,"1,085","1,099",9,29,-,-,-,-,-,-,-,16,2,-,1,3,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,3,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,12,-,212,-,46,5,-,-,1,-,-,-,-,-,23,-,3,-,-,21,-,-,2,-,-,-,-,-,-,-,16,55,-,-,-,-,-,-,-,-,-,86,111,-,-,-,30,-,-,-,-,-,300,1,38,8,-,-,-,-,-,-,-,7,32,49,4,-,10,-,-,"3,825",-,-,-,-,-,-,-,65,4,1,-,-,-,-,-,-,"1,150",15,-,-,75,61,33,35
Masbate,"906,731",6,2,-,2,-,8,-,5,-,1,7,-,-,4,5,-,-,-,-,7,4,19,22,-,-,3,3,1,-,-,-,3,-,-,-,-,1,1,8,-,-,1,-,5,1,-,-,-,5,-,-,1,-,3,-,-,-,-,5,135,"17,530","107,939",383,51,-,7,4,51,7,4,6,4,2,-,1,16,4,3,238,47,21,"99,224",107,22,11,3,31,134,9,-,5,1,-,-,-,2,7,-,6,76,18,20,-,14,66,-,2,-,645,"36,190",24,44,1,6,-,2,1,-,-,-,-,-,8,-,-,-,3,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,1,-,-,2,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,59,74,-,49,-,-,-,14,2,-,7,-,-,49,-,7,4,4,14,6,-,1,-,-,-,-,-,17,-,39,51,9,-,-,-,19,6,45,56,10,937,"636,146",25,7,-,47,-,1,-,2,2,136,-,122,45,-,-,7,-,28,8,1,74,6,117,3,5,2,-,-,"3,281",2,-,-,-,83,4,4,25,-,-,1,1,-,-,5,7,"1,467",5,-,-,121,123,36,14
Sorsogon,"826,150",18,137,5,-,3,61,-,-,4,8,147,2,1,409,6,16,-,"26,766",2,1,1,67,-,-,-,7,-,7,-,-,-,1,-,-,-,10,-,-,6,3,-,-,-,-,1,13,-,-,-,-,3,-,-,-,-,1,-,-,1,177,"765,667","9,488",228,25,5,45,10,41,24,-,2,-,-,2,-,51,3,6,60,221,56,"1,065",175,44,16,11,24,192,6,-,22,-,-,-,-,1,4,1,16,66,16,1,14,123,44,-,12,-,"2,105","1,828",2,13,7,7,-,-,5,-,2,13,-,-,-,-,-,-,-,-,3,-,-,-,-,7,-,-,13,-,-,-,2,-,-,-,-,9,17,-,-,-,-,-,-,-,5,-,-,-,-,-,6,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,6,-,-,4,1,-,580,-,70,1,-,-,1,6,-,5,15,-,65,-,5,-,1,59,-,-,-,-,2,4,-,-,2,-,27,139,-,-,-,-,-,-,1,-,-,981,"1,154",-,5,-,116,21,-,-,7,-,508,-,75,31,-,2,10,3,-,6,-,40,26,114,6,3,1,-,-,"9,431",-,-,-,-,2,-,-,66,-,-,1,-,5,-,2,2,"2,399",16,-,6,190,140,51,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region VI (Western Visayas),"7,935,531",92,"2,581",302,2,2,42,194,12,28,169,296,12,1,1,2,9,6,2,45,40,1,754,19,21,2,27,12,23,7,12,2,31,3,2,-,"2,110",27,"20,211",143,-,12,66,56,290,28,21,33,4,18,-,1,7,1,-,-,1,23,11,26,568,"7,011","260,460","1,853",693,68,301,20,"42,569","24,544",88,"11,965","4,190","3,400",408,26,572,53,154,"761,623",545,228,"136,899","2,224",678,238,"26,931",241,"1,574",26,-,57,12,3,4,-,9,88,8,207,"3,642","1,467",156,33,240,759,2,177,22,"3,952","5,363,389",997,"1,390",18,"3,339",29,23,10,8,143,56,53,6,30,12,-,27,46,15,9,-,1,-,-,8,1,2,315,-,4,3,76,-,-,27,18,11,104,1,307,1,-,-,4,-,1,4,-,4,-,3,13,15,-,8,5,6,1,9,26,3,7,2,-,6,5,3,-,-,12,-,-,16,6,-,-,3,-,18,16,17,180,28,4,52,42,90,"1,311",21,"517,061","4,451",2,34,22,238,103,15,"2,224",6,669,6,41,47,-,415,8,13,4,-,7,23,23,10,4,7,218,"1,484",4,44,3,8,4,7,9,5,2,"5,301","3,412",7,5,2,661,187,54,24,"96,417",531,"1,090",19,"4,974",231,17,39,23,32,41,83,12,382,135,644,81,121,45,-,1,"36,271",35,4,9,-,36,-,3,520,4,-,2,8,5,13,16,26,"6,224",13,28,3,"1,493","545,627","1,146","1,002"
Aklan,"612,985",-,245,14,-,-,7,-,-,2,-,7,-,-,-,-,-,-,1,2,12,-,88,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,"2,425",21,-,-,-,10,28,-,3,-,-,3,-,-,-,-,-,-,-,11,4,2,87,"1,954","1,718",433,15,1,54,11,116,"20,914",-,25,12,-,-,-,146,4,18,"3,806",181,23,"3,252",126,252,28,11,34,576,3,-,7,-,-,1,-,-,22,-,53,22,63,18,7,34,20,2,74,-,"1,061","12,702",-,14,-,1,-,3,-,-,25,21,6,-,-,-,-,-,-,3,-,-,-,-,-,1,-,-,20,-,-,-,1,-,-,-,-,1,10,-,8,1,-,-,-,-,-,-,-,-,-,-,1,9,-,3,-,-,1,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,15,8,355,3,"3,501",1,-,8,-,62,3,2,1,3,127,-,4,13,-,213,5,7,4,-,-,4,6,2,-,-,83,28,-,34,-,-,4,-,-,-,-,"2,045",588,3,-,-,99,67,2,-,14,6,324,4,"4,471",101,1,33,-,-,16,1,1,90,28,212,32,11,3,-,-,"10,253",15,-,6,-,3,-,-,52,-,-,-,-,-,3,9,4,"1,541",-,11,-,328,"537,062",141,1
Antique,"611,478",4,710,99,-,-,2,2,-,3,-,8,-,-,-,-,1,-,-,19,13,-,64,-,2,-,17,-,2,-,8,2,1,-,-,-,1,-,"13,442",12,-,-,9,17,40,1,3,2,-,-,-,-,-,-,-,-,-,-,2,16,84,"1,148","7,098",245,31,2,15,1,515,"2,311",-,"11,649",16,-,4,6,122,12,8,526,57,75,"9,452",89,120,35,"26,846",35,278,13,-,-,-,-,-,-,4,10,-,23,94,25,7,6,44,104,-,36,19,730,"11,412",19,41,1,"3,278",-,-,2,-,67,15,-,-,-,-,-,14,3,-,4,-,-,-,-,2,-,1,9,-,-,-,-,-,-,24,-,-,2,-,59,-,-,-,-,-,-,-,-,-,-,-,4,3,-,-,-,3,-,-,21,-,7,-,-,-,-,-,-,-,-,-,-,7,4,-,-,3,-,14,13,8,180,28,4,1,1,23,156,14,"506,106",-,1,12,-,7,-,-,-,-,80,-,1,8,-,88,-,-,-,-,5,6,1,2,1,-,37,120,2,-,-,-,-,-,-,-,-,753,152,-,-,-,63,41,6,-,17,-,154,3,153,28,-,-,-,-,12,7,-,54,29,93,6,20,28,-,-,"9,374",-,-,2,-,3,-,-,79,4,-,-,-,-,-,-,-,"1,093",-,8,3,268,569,71,64
Capiz,"803,879",7,160,10,2,1,2,192,3,19,7,4,6,1,-,1,1,5,-,20,-,-,25,2,8,1,4,11,4,-,-,-,2,-,-,-,2,26,214,7,-,7,4,4,2,14,3,27,-,4,-,-,3,-,-,-,1,-,1,5,85,741,672,177,33,1,22,3,63,894,7,34,26,4,117,12,96,24,49,"752,867",77,8,"1,214",90,115,39,6,33,209,2,-,28,-,-,-,-,1,18,6,2,61,5,9,-,38,104,-,7,-,303,"10,153",3,48,5,6,-,3,-,4,6,2,-,-,-,7,-,-,6,-,-,-,-,-,-,4,-,-,9,-,-,-,-,-,-,3,1,5,4,1,28,-,-,-,-,-,1,-,-,-,-,1,-,-,-,3,-,3,-,-,4,3,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,17,88,4,524,-,-,8,1,1,35,5,9,-,85,-,22,-,-,47,3,-,-,-,-,3,12,-,-,-,35,148,-,-,-,-,-,6,1,-,-,216,"1,005",-,5,-,114,30,4,2,"27,522",427,134,3,158,37,-,-,4,4,4,9,3,6,-,94,-,17,4,-,-,"2,108",3,-,-,-,-,-,-,38,-,-,-,-,4,-,6,3,545,-,-,-,177,562,47,72
Guimaras,"187,576",1,23,17,-,-,-,-,-,-,2,16,-,-,-,-,-,-,-,-,-,-,16,3,-,-,-,-,2,-,-,-,1,-,-,-,1,-,602,9,-,-,-,7,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,15,147,270,44,12,-,16,-,6,10,-,5,2,-,-,-,12,-,7,73,7,-,610,7,2,7,1,6,26,-,-,14,-,-,-,-,-,1,-,6,83,27,-,-,3,7,-,-,-,80,"183,897",38,14,2,-,-,6,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,5,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,378,-,-,2,-,3,-,-,3,2,33,-,4,1,-,-,-,-,-,-,-,-,1,-,-,-,-,65,-,-,-,-,-,-,-,-,-,16,16,3,-,-,9,7,-,-,4,-,25,-,12,4,-,-,-,-,-,-,-,4,5,6,3,-,4,-,-,394,11,-,-,-,-,-,-,38,-,-,-,-,-,-,-,-,124,6,-,-,44,62,47,23
Iloilo,"2,048,039",52,"1,171",63,-,-,9,-,4,4,51,157,-,-,-,-,5,1,-,4,12,-,152,1,11,-,4,-,6,7,-,-,14,3,2,-,-,-,"2,623",18,-,-,6,10,62,6,-,4,-,-,-,-,1,-,-,-,-,5,3,-,162,"1,691","2,710",437,209,32,49,2,"4,476",221,67,131,15,9,280,2,129,9,20,"2,441",118,65,"9,511",228,108,56,16,47,246,-,-,3,4,-,-,-,-,10,1,34,"2,311",743,68,18,92,155,-,29,3,952,"1,927,837",494,150,5,40,2,9,-,1,14,13,25,4,2,3,-,4,3,3,5,-,-,-,-,1,-,-,50,-,4,3,49,-,-,-,11,3,60,-,149,-,-,-,-,-,-,-,-,-,-,-,6,-,-,1,5,-,-,4,-,-,-,2,-,1,1,3,-,-,3,-,-,7,-,-,-,-,-,4,-,8,-,-,-,13,9,42,318,-,"4,190",3,1,4,7,39,65,8,34,-,184,6,4,13,-,48,-,6,-,-,2,5,-,3,-,7,36,601,2,-,3,5,-,1,8,4,2,360,"1,408",1,-,2,234,21,30,22,"68,399",83,229,6,78,31,13,1,12,22,8,21,-,65,35,95,13,60,5,-,1,"6,123",1,4,1,-,13,-,3,149,-,-,2,6,-,9,1,11,"1,583",7,9,-,285,789,245,500
City of Iloilo,"455,287",3,108,-,-,-,-,-,1,-,4,37,1,-,-,-,-,-,-,-,1,-,54,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,22,11,-,-,-,3,-,1,11,-,-,-,-,-,-,-,-,-,-,1,-,-,56,261,"1,040",127,48,8,39,-,14,117,-,-,-,2,7,-,32,-,9,"1,016",33,16,"2,619",512,17,14,35,12,94,-,-,-,-,2,-,-,3,5,-,15,306,274,17,-,10,10,-,9,-,248,"441,233",177,501,1,4,9,-,8,-,5,2,6,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,38,-,-,-,12,-,-,-,6,2,1,-,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,2,-,-,-,-,-,-,1,-,-,-,1,1,-,107,-,"1,084",-,-,-,7,89,-,-,10,-,53,-,1,4,-,6,-,-,-,-,-,2,1,-,3,-,3,173,-,1,-,3,-,-,-,-,-,631,70,-,-,-,38,18,1,-,12,6,73,-,47,7,2,1,4,-,-,9,4,11,5,44,4,3,-,-,-,"2,055",-,-,-,-,8,-,-,74,-,-,-,1,-,-,-,-,285,-,-,-,106,442,197,245
Negros Occidental,"2,618,672",22,145,99,-,-,22,-,4,-,84,57,5,-,1,1,2,-,1,-,1,1,207,12,-,1,2,-,7,-,4,-,3,-,-,-,"2,106",1,867,38,-,5,47,5,79,3,1,-,4,7,-,1,2,-,-,-,-,6,1,3,55,708,"244,575",313,277,22,61,1,"37,362",61,14,121,"4,119","3,385",-,6,18,4,30,594,55,22,"98,879",213,56,49,8,39,107,7,-,5,8,-,3,-,-,16,1,55,666,199,31,1,11,284,-,13,-,417,"2,200,901",184,221,4,6,18,-,-,2,13,3,12,-,17,2,-,2,32,9,-,-,1,-,-,-,-,1,84,-,-,-,9,-,-,-,-,-,14,-,17,-,-,-,4,-,-,4,-,4,-,-,2,3,-,1,-,-,-,5,1,-,-,-,-,-,2,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,8,-,-,174,-,941,"4,447",-,-,1,11,-,-,"2,161",1,86,-,1,3,-,7,-,-,-,-,-,1,-,2,-,-,21,239,-,9,-,-,-,-,-,-,-,669,140,-,-,-,74,2,4,-,448,9,125,3,34,11,1,-,-,6,1,18,1,58,32,55,15,10,-,-,-,"3,433",-,-,-,-,5,-,-,72,-,-,-,1,-,1,-,1,709,-,-,-,232,"5,855",161,63
City of Bacolod,"597,615",3,19,-,-,1,-,-,-,-,21,10,-,-,-,-,-,-,-,-,1,-,148,1,-,-,-,1,-,-,-,-,9,-,-,-,-,-,16,27,-,-,-,-,79,3,-,-,-,-,-,-,1,1,-,-,-,-,-,-,24,361,"2,377",77,68,2,45,2,17,16,-,-,-,-,-,-,17,-,13,300,17,19,"11,362",959,8,10,8,35,38,1,-,-,-,1,-,-,1,6,-,19,99,131,6,1,8,75,-,9,-,161,"575,254",82,401,-,4,-,2,-,1,4,-,4,2,11,-,-,-,2,-,-,-,-,-,-,-,1,-,99,-,-,-,5,-,-,-,-,-,8,-,13,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,3,-,-,-,-,26,-,-,85,-,337,-,-,-,6,26,-,-,6,-,21,-,4,5,-,6,-,-,-,-,-,2,2,1,-,-,3,110,-,-,-,-,-,-,-,1,-,611,33,-,-,-,30,1,7,-,1,-,26,-,21,12,-,4,3,-,-,18,3,94,1,45,8,-,1,-,-,"2,531",5,-,-,-,4,-,-,18,-,-,-,-,1,-,-,7,344,-,-,-,53,286,237,34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region VII (Central Visayas),"8,046,285",28,617,233,9,3,444,2,528,7,63,54,11,14,2,21,13,4,25,11,86,78,"2,517",13,7,4,116,5,142,7,-,36,53,4,1,3,"5,837",30,366,503,2,11,9,83,"2,268",7,70,6,13,21,34,5,65,-,1,1,18,74,64,15,403,"4,367","1,551,742","1,302,617","1,531",657,811,46,"24,406",245,51,114,25,"4,395",53,26,"1,895",17,368,949,579,"1,036","4,942,102","3,212",921,"1,463",117,565,"8,626",200,26,92,49,21,-,-,"6,872",275,29,760,594,798,190,19,241,586,17,112,21,"4,330","59,955",143,"1,054",56,48,3,9,-,-,114,30,9,10,23,5,8,3,43,1,1,-,6,1,3,14,4,7,955,1,4,-,26,1,18,5,1,19,25,3,39,-,4,-,-,-,-,6,2,6,-,1,14,67,6,2,-,3,4,-,1,-,-,13,5,11,9,1,-,-,8,-,3,23,7,2,2,-,15,4,-,5,-,5,-,178,34,50,"1,087",2,"2,671",613,4,8,57,764,-,27,194,6,"1,079",4,52,277,4,33,2,7,5,-,21,108,19,12,9,8,657,"1,013",17,9,6,-,8,3,34,5,50,"10,146","4,098",56,29,3,789,49,61,4,169,21,803,40,126,198,981,27,32,35,15,85,26,335,957,"7,455",309,44,56,5,7,"25,820",24,2,-,-,66,66,11,"1,697",6,4,6,58,6,7,22,66,"17,518",69,17,26,"10,744","5,079","2,125",637
Bohol,"1,390,524",6,78,84,-,-,262,2,5,-,12,6,3,-,-,2,8,4,-,3,25,2,460,7,1,2,28,-,25,-,-,33,17,4,-,2,35,13,80,68,-,3,7,57,964,-,37,-,-,1,12,-,17,-,-,1,8,32,2,9,147,"1,678","41,688","1,267,043",343,253,252,14,"1,424",116,38,34,6,19,28,14,"1,422",6,64,420,170,81,"29,733",259,353,88,32,143,"4,080",19,20,67,2,17,-,-,"6,854",47,-,178,149,337,57,11,103,119,3,31,5,"1,651","5,720",33,127,18,2,-,1,-,-,38,17,-,-,5,1,-,-,5,-,-,-,1,-,2,4,-,7,86,1,-,-,2,-,8,5,-,6,8,1,2,-,4,-,-,-,-,-,-,4,-,-,10,4,6,2,-,-,-,-,-,-,-,5,-,-,5,-,-,-,-,-,3,-,-,2,-,-,-,3,-,-,-,5,-,50,11,13,319,-,279,1,2,6,2,57,-,13,17,-,338,2,19,164,4,19,2,7,1,-,9,32,4,8,-,3,348,213,7,6,-,-,6,-,4,5,36,"1,235",854,24,6,-,224,21,20,-,33,15,310,4,76,122,-,4,1,4,-,17,1,34,390,"1,991",86,14,8,2,5,"5,886",6,-,-,-,4,47,8,215,-,-,1,1,1,2,8,10,"4,325",10,7,9,"2,114","1,594",406,164
Cebu,"3,309,850",6,128,10,1,1,19,-,341,-,22,16,5,9,-,12,1,-,12,4,15,44,781,2,-,-,16,-,58,1,-,1,16,-,-,-,7,4,252,195,-,-,1,14,29,2,5,1,6,2,4,-,14,-,1,-,-,20,48,4,75,897,"33,584","9,557",298,121,166,8,375,35,7,8,18,23,6,9,181,6,120,187,224,462,"3,222,023",402,204,757,22,176,"1,720",129,3,14,12,3,-,-,2,79,7,246,193,169,56,4,92,138,-,31,8,950,"8,873",64,310,14,16,3,-,-,-,22,2,6,2,1,4,6,-,8,-,1,-,1,1,-,2,-,-,193,-,4,-,18,-,5,-,1,3,8,2,8,-,-,-,-,-,-,-,2,2,-,1,4,17,-,-,-,-,2,-,-,-,-,6,-,8,-,-,-,-,6,-,-,19,6,-,-,-,4,1,-,5,-,-,-,34,19,19,376,2,100,1,1,-,11,56,-,7,20,5,268,2,25,28,-,8,-,-,-,-,1,38,12,1,1,2,151,375,7,2,3,-,-,-,17,-,8,"1,361","1,433",22,4,3,264,9,27,4,57,2,178,11,13,38,13,-,5,10,3,25,6,8,159,"1,790",92,5,3,1,-,"7,006",14,-,-,-,9,13,2,296,6,-,-,16,1,-,4,25,"4,636",37,9,5,"2,804","1,387",575,261
