,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANNUAL REGULAR INCOME AND DEPENDENCIES,,,,,,,,,,,,,,,,,,,,,,,,,,,
by LGU,,,,,,,,,,,,,,,,,,,,,,,,,,,
FY 2019 (Final),,,,,,,,,,,,,,,,,,,,,,,,,,,
In Php Million,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION,PROVINCE,LGU NAME,LGU TYPE,INCOME CLASS,LOCALLY SOURCED REVENUE (LSR),,,,,,,,,INTEREST INCOME,INTERNAL REVENUE ALLOTMENT (IRA),OTHER SHARES FROM NATIONAL TAX COLLECTION,,,,,,,ANNUAL REGULAR INCOME (ARI),LSR DEPENDENCY,IRA DEPENDENCY,OTHER SHARES FROM NATIONAL TAX DEPENDENCY,
,,,,,TAX REVENUE,,,,NON-TAX REVENUE,,,,TOTAL LOCALLY - SOURCED REVENUE (LSR),,,"Share From Economic Zone 
(RA 7227)",Share From EVAT,Share From National Wealth,Share From Pagcor/PCSO/Lotto,Share From Tobacco Excise Tax (RA 7171),Others,TOTAL OTHER SHARES FROM NATIONAL TAX COLLECTION,,,,,
,,,,,"Real Property Tax 
(General Fund)",Tax On Business,Other Taxes,Total Tax Revenue,Regulatory Fees,Service/User Charges,Receipts From Economic Enterprises,Total Non-Tax Revenue,,,,,,,,,,,,,,,
,,,,,,,,,,,,,a,,b,,,,,,,c,d,e = a / d,f = b / d,g = c / d,
Region IX,Zamboanga Del Sur,Tukuran,Municipality,4th,1.02,2.34,0.32,3.68,1.87,0.61,10.97,13.45,17.13,0.00,121.98,0.00,0.00,0.00,0.26,0.00,0.00,0.26,139.36,12.3%,87.5%,0.2%,
Region IX,Zamboanga Del Sur,Vincenzo A. Sagun,Municipality,5th,0.45,0.94,0.25,1.64,0.89,0.76,1.71,3.36,5.00,0.03,82.29,0.00,0.00,0.00,0.02,0.00,0.00,0.02,87.33,5.7%,94.2%,0.0%,
Region IX,Zamboanga Sibugay,Alicia,Municipality,3rd,0.64,0.44,0.31,1.39,1.16,0.32,1.93,3.42,4.81,0.00,122.00,0.00,0.00,0.00,0.09,0.00,0.00,0.09,126.90,3.8%,96.1%,0.1%,
Region IX,Zamboanga Sibugay,Buug,Municipality,3rd,1.53,9.14,0.73,11.40,2.80,4.48,11.64,18.92,30.32,0.07,114.99,0.00,0.00,0.00,0.48,0.00,0.00,0.48,145.85,20.8%,78.8%,0.3%,
Region IX,Zamboanga Sibugay,Diplahan,Municipality,3rd,0.49,2.34,0.83,3.65,1.62,1.73,15.47,18.82,22.48,0.08,128.00,0.00,0.00,0.02,0.21,0.00,0.00,0.23,150.78,14.9%,84.9%,0.2%,
Region IX,Zamboanga Sibugay,Imelda,Municipality,4th,0.53,5.78,0.42,6.74,1.17,1.34,8.06,10.56,17.30,0.03,92.88,0.00,0.00,0.18,0.28,0.00,0.00,0.46,110.66,15.6%,83.9%,0.4%,
Region IX,Zamboanga Sibugay,Ipil,Municipality,1st,3.04,37.63,1.75,42.42,9.48,9.14,14.96,33.59,76.01,0.29,194.81,0.00,0.00,0.00,1.13,0.00,0.00,1.13,272.24,27.9%,71.6%,0.4%,
Region IX,Zamboanga Sibugay,Kabasalan,Municipality,2nd,0.56,6.56,0.48,7.59,1.60,2.24,12.40,16.24,23.84,0.11,153.00,0.00,0.00,0.00,0.30,0.00,0.00,0.30,177.24,13.4%,86.3%,0.2%,
Region IX,Zamboanga Sibugay,Mabuhay,Municipality,4th,0.18,1.23,0.22,1.64,0.98,0.52,2.60,4.10,5.74,0.17,106.99,0.00,0.00,0.00,0.04,0.05,0.00,0.09,112.98,5.1%,94.7%,0.1%,
Region IX,Zamboanga Sibugay,Malangas,Municipality,3rd,0.12,2.95,0.38,3.45,0.75,8.46,0.00,9.21,12.66,0.11,126.29,0.00,0.00,0.00,0.10,0.00,0.00,0.11,139.16,9.1%,90.8%,0.1%,
Region IX,Zamboanga Sibugay,Naga,Municipality,3rd,0.45,0.61,0.52,1.58,0.36,0.75,0.94,2.05,3.63,0.02,136.50,0.00,0.00,0.00,0.16,0.00,0.00,0.16,140.31,2.6%,97.3%,0.1%,
Region IX,Zamboanga Sibugay,Olutanga,Municipality,4th,0.20,0.36,0.18,0.74,0.12,1.13,1.81,3.06,3.80,0.04,106.74,0.00,0.00,0.00,0.09,0.00,0.00,0.09,110.68,3.4%,96.4%,0.1%,
Region IX,Zamboanga Sibugay,Payao,Municipality,3rd,0.69,0.46,0.37,1.52,0.26,1.09,0.00,1.35,2.87,0.04,125.17,0.00,0.00,0.18,0.00,0.00,0.00,0.18,128.27,2.2%,97.6%,0.1%,
Region IX,Zamboanga Sibugay,Roseller T. Lim,Municipality,3rd,0.47,2.30,0.43,3.19,0.87,0.85,4.80,6.52,9.72,0.02,153.64,0.00,0.00,0.00,0.26,0.00,0.00,0.26,163.64,5.9%,93.9%,0.2%,
Region IX,Zamboanga Sibugay,Siay,Municipality,2nd,0.43,1.43,0.71,2.57,1.36,1.87,17.91,21.14,23.70,0.00,152.49,0.00,0.00,0.00,0.14,0.00,0.00,0.14,176.33,13.4%,86.5%,0.1%,
Region IX,Zamboanga Sibugay,Talusan,Municipality,5th,0.09,0.32,0.20,0.62,0.37,1.07,0.00,1.44,2.05,0.03,91.65,0.00,0.00,0.00,0.09,0.00,0.00,0.09,93.83,2.2%,97.7%,0.1%,
Region IX,Zamboanga Sibugay,Titay,Municipality,2nd,0.72,2.24,0.50,3.45,1.06,6.85,0.00,7.91,11.36,0.04,171.76,0.00,0.00,0.00,0.34,0.00,0.00,0.34,183.50,6.2%,93.6%,0.2%,
Region IX,Zamboanga Sibugay,Tungawan,Municipality,2nd,0.63,1.81,0.52,2.96,1.59,1.37,2.85,5.81,8.78,0.04,179.38,0.00,0.00,0.00,0.11,0.00,0.00,0.11,188.31,4.7%,95.3%,0.1%,
Region X,Bukidnon,Baungon,Municipality,2nd,2.17,5.98,0.44,8.60,1.73,1.35,1.66,4.74,13.34,0.19,143.05,0.00,0.00,0.60,0.10,0.00,0.00,0.70,157.28,8.5%,91.0%,0.4%,
Region X,Bukidnon,Cabanglasan,Municipality,3rd,0.63,1.93,0.41,2.98,2.15,4.19,0.00,6.34,9.32,0.09,128.57,0.00,0.00,0.00,0.03,0.00,0.00,0.03,138.01,6.8%,93.2%,0.0%,
Region X,Bukidnon,Damulog,Municipality,4th,0.45,1.16,0.37,1.98,1.09,2.70,0.00,3.79,5.77,0.02,122.67,0.00,0.04,0.00,0.04,0.00,0.00,0.09,128.55,4.5%,95.4%,0.1%,
Region X,Bukidnon,Dangcagan,Municipality,3rd,0.68,2.13,0.37,3.18,1.29,0.74,7.54,9.58,12.76,0.03,141.15,0.00,0.00,0.00,0.03,0.00,0.00,0.03,153.96,8.3%,91.7%,0.0%,
Region X,Bukidnon,Don Carlos,Municipality,1st,2.39,14.17,0.98,17.54,5.32,4.23,10.84,20.39,37.93,2.10,177.65,0.00,0.00,0.00,0.16,0.00,0.00,0.16,217.83,17.4%,81.6%,0.1%,
Region X,Bukidnon,Impasug-Ong,Municipality,1st,4.03,9.28,0.92,14.23,2.86,4.28,9.57,16.70,30.93,0.86,283.58,0.00,0.00,0.00,0.04,0.00,0.00,0.04,315.41,9.8%,89.9%,0.0%,
Region X,Bukidnon,Kadingilan,Municipality,3rd,0.62,1.71,0.60,2.92,0.41,1.25,10.21,11.88,14.80,0.08,116.52,0.00,0.00,0.00,0.08,0.00,0.00,0.08,131.49,11.3%,88.6%,0.1%,
Region X,Bukidnon,Kalilangan,Municipality,2nd,1.02,3.67,0.55,5.24,2.55,1.98,9.97,14.50,19.74,0.51,142.34,0.00,0.05,0.00,0.23,0.00,0.00,0.28,162.87,12.1%,87.4%,0.2%,
Region X,Bukidnon,Kibawe,Municipality,2nd,2.82,4.25,0.58,7.65,2.91,2.99,5.90,11.80,19.45,0.60,147.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.77,11.6%,88.0%,0.0%,
Region X,Bukidnon,Kitaotao,Municipality,1st,0.61,2.94,0.44,3.99,0.49,1.30,1.89,3.68,7.68,0.00,244.53,0.00,0.00,0.00,0.03,0.00,0.00,0.03,252.23,3.0%,96.9%,0.0%,
Region X,Bukidnon,Lantapan,Municipality,1st,2.21,12.63,1.05,15.89,2.35,1.70,4.03,8.07,23.96,1.26,187.94,0.00,0.00,0.00,0.16,0.00,0.00,0.16,213.33,11.2%,88.1%,0.1%,
Region X,Bukidnon,Libona,Municipality,1st,3.59,7.07,0.70,11.37,1.91,3.71,0.00,5.62,16.99,0.00,166.35,0.00,0.00,0.00,0.14,0.00,0.00,0.14,183.48,9.3%,90.7%,0.1%,
Region X,Bukidnon,Malitbog,Municipality,2nd,0.40,3.27,0.30,3.96,0.61,0.76,0.24,1.61,5.58,0.82,168.41,0.00,0.08,0.00,0.05,0.00,0.00,0.13,174.94,3.2%,96.3%,0.1%,
Region X,Bukidnon,Manolo Fortich,Municipality,1st,33.76,59.91,3.21,96.89,11.20,9.50,56.06,76.76,173.65,1.37,264.78,0.00,0.00,0.00,0.17,0.00,0.00,0.17,439.97,39.5%,60.2%,0.0%,
Region X,Bukidnon,Maramag,Municipality,1st,9.41,31.30,1.82,42.53,11.97,13.27,40.19,65.43,107.97,0.00,273.37,0.00,0.00,2.34,0.15,0.00,0.00,2.50,383.83,28.1%,71.2%,0.7%,
Region X,Bukidnon,Pangantucan,Municipality,1st,2.57,4.05,0.71,7.33,1.61,1.04,9.20,11.86,19.19,0.43,195.64,0.00,0.00,0.01,0.00,0.00,0.00,0.01,215.27,8.9%,90.9%,0.0%,
Region X,Bukidnon,Quezon,Municipality,1st,9.87,22.21,1.55,33.63,4.62,4.84,17.26,26.71,60.35,0.36,306.11,0.00,0.00,3.61,0.19,0.00,0.00,3.80,370.61,16.3%,82.6%,1.0%,
Region X,Bukidnon,San Fernando,Municipality,1st,0.80,4.42,0.72,5.94,1.31,0.94,4.59,6.85,12.78,0.66,240.43,0.00,0.00,0.00,0.03,0.00,0.00,0.03,253.91,5.0%,94.7%,0.0%,
Region X,Bukidnon,Sumilao,Municipality,4th,2.60,8.71,0.63,11.93,3.28,1.35,15.69,20.32,32.25,0.01,110.61,0.00,0.00,0.00,0.07,0.00,0.00,0.07,142.94,22.6%,77.4%,0.0%,
Region X,Bukidnon,Talakag,Municipality,1st,1.47,6.81,1.07,9.34,4.11,1.68,2.64,8.43,17.77,1.06,279.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,297.96,6.0%,93.7%,0.0%,
Region X,Camiguin,Catarman,Municipality,5th,0.48,4.35,0.38,5.21,0.92,0.52,0.98,2.43,7.64,0.00,69.38,0.00,0.00,0.13,0.00,0.00,0.00,0.13,77.15,9.9%,89.9%,0.2%,
Region X,Camiguin,Guinsiliban,Municipality,6th,0.10,0.51,0.15,0.76,0.44,0.54,0.00,0.98,1.74,0.00,46.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.15,3.6%,96.4%,0.0%,
Region X,Camiguin,Mahinog,Municipality,5th,0.65,2.26,0.38,3.30,0.77,1.55,12.07,14.39,17.69,0.04,61.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.12,22.4%,77.6%,0.0%,
Region X,Camiguin,Mambajao,Municipality,3rd,2.31,13.05,0.75,16.11,4.62,8.68,14.72,28.03,44.14,0.17,111.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155.35,28.4%,71.5%,0.0%,
Region X,Camiguin,Sagay,Municipality,5th,0.44,0.98,0.21,1.63,0.86,0.41,0.63,1.91,3.54,0.02,60.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.55,5.5%,94.5%,0.0%,
Region X,Lanao Del Norte,Bacolod,Municipality,4th,1.65,0.67,0.24,2.56,4.66,2.13,0.56,7.35,9.91,0.00,87.83,0.00,0.00,0.15,0.31,0.00,0.00,0.46,98.20,10.1%,89.4%,0.5%,
Region X,Lanao Del Norte,Baloi,Municipality,3rd,0.51,5.36,0.35,6.23,0.45,0.18,0.12,0.75,6.98,0.12,143.51,0.00,4.33,6.16,0.02,0.00,0.00,10.51,161.12,4.3%,89.1%,6.5%,
Region X,Lanao Del Norte,Baroy,Municipality,4th,2.66,1.64,0.32,4.62,1.56,1.00,0.40,2.96,7.58,0.02,81.92,0.00,0.00,0.04,0.11,0.00,0.00,0.15,89.66,8.5%,91.4%,0.2%,
Region X,Lanao Del Norte,Kapatagan,Municipality,2nd,5.95,9.61,0.26,15.82,3.71,1.57,19.58,24.86,40.68,0.00,175.71,0.00,0.00,0.00,0.17,0.00,0.00,0.17,216.56,18.8%,81.1%,0.1%,
Region X,Lanao Del Norte,Kauswagan,Municipality,5th,3.05,2.20,0.32,5.57,20.94,4.05,1.43,26.42,31.99,0.00,85.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.96,27.1%,72.9%,0.0%,
Region X,Lanao Del Norte,Kolambugan,Municipality,4th,1.58,11.16,0.65,13.39,2.12,2.08,0.42,4.62,18.01,0.14,99.32,0.00,0.00,0.00,0.19,0.00,0.00,0.19,117.65,15.3%,84.4%,0.2%,
Region X,Lanao Del Norte,Lala,Municipality,1st,5.24,17.20,0.65,23.09,7.20,4.65,19.11,30.96,54.05,0.08,166.87,0.00,0.00,0.13,0.24,0.00,0.00,0.37,221.37,24.4%,75.4%,0.2%,
Region X,Lanao Del Norte,Linamon,Municipality,5th,1.32,1.94,0.28,3.54,1.25,1.34,4.50,7.09,10.64,0.02,78.89,0.00,0.00,0.09,0.17,0.00,0.00,0.26,89.80,11.8%,87.8%,0.3%,
Region X,Lanao Del Norte,Magsaysay,Municipality,5th,1.38,0.16,0.15,1.69,0.57,0.21,0.81,1.60,3.28,0.00,89.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.37,3.6%,96.4%,0.0%,
Region X,Lanao Del Norte,Maigo,Municipality,4th,0.82,1.00,0.40,2.22,1.36,1.42,4.66,7.44,9.66,0.01,88.44,0.00,0.00,0.31,0.13,0.00,0.00,0.44,98.54,9.8%,89.7%,0.4%,
Region X,Lanao Del Norte,Matungao,Municipality,5th,0.54,0.03,0.12,0.69,0.29,0.20,0.32,0.81,1.49,0.00,63.45,0.00,0.00,3.40,0.00,0.00,0.00,3.40,68.35,2.2%,92.8%,5.0%,
Region X,Lanao Del Norte,Munai,Municipality,4th,0.15,0.12,0.14,0.41,0.05,0.37,0.00,0.42,0.83,0.00,119.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.22,0.7%,99.3%,0.0%,
Region X,Lanao Del Norte,Nunungan,Municipality,3rd,0.29,0.00,0.26,0.55,0.07,0.57,0.00,0.64,1.19,0.03,140.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,141.89,0.8%,99.1%,0.0%,
Region X,Lanao Del Norte,Pantao Ragat,Municipality,4th,0.37,0.00,0.09,0.46,0.03,0.10,0.00,0.13,0.59,0.00,99.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.63,0.6%,99.4%,0.0%,
Region X,Lanao Del Norte,Pantar,Municipality,5th,0.04,0.00,0.08,0.12,0.13,0.04,0.00,0.17,0.30,0.00,80.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.54,0.4%,99.6%,0.0%,
Region X,Lanao Del Norte,Poona Piagapo,Municipality,4th,0.13,0.00,0.01,0.14,0.00,0.04,0.00,0.04,0.18,0.00,119.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.08,0.2%,99.8%,0.0%,
Region X,Lanao Del Norte,Salvador,Municipality,5th,0.70,1.70,0.46,2.86,1.17,0.41,0.53,2.11,4.97,0.02,93.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.86,5.0%,95.0%,0.0%,
Region X,Lanao Del Norte,Sapad,Municipality,5th,1.04,0.10,0.25,1.39,0.22,0.17,0.15,0.54,1.93,0.00,72.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.11,2.6%,97.4%,0.0%,
Region X,Lanao Del Norte,Sultan Naga Dimaporo,Municipality,3rd,2.06,0.62,0.50,3.19,0.52,0.24,0.24,1.00,4.18,0.00,137.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,141.79,3.0%,97.0%,0.0%,
Region X,Lanao Del Norte,Tagoloan,Municipality,5th,0.09,0.00,0.02,0.12,0.01,0.02,0.00,0.03,0.15,0.00,66.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.35,0.2%,99.8%,0.0%,
Region X,Lanao Del Norte,Tangcal,Municipality,5th,0.14,0.00,0.12,0.26,0.02,0.20,0.00,0.22,0.48,0.00,87.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.67,0.5%,99.5%,0.0%,
Region X,Lanao Del Norte,Tubod,Municipality,2nd,6.61,8.20,1.19,16.00,5.16,2.47,8.71,16.34,32.34,0.21,150.68,0.00,0.00,0.00,0.30,0.00,0.00,0.30,183.54,17.6%,82.1%,0.2%,
Region X,Misamis Occidental,Aloran,Municipality,4th,0.73,2.23,0.41,3.37,1.22,1.70,7.22,10.14,13.51,0.07,97.63,0.00,0.00,0.11,0.07,0.00,0.00,0.18,111.40,12.1%,87.6%,0.2%,
Region X,Misamis Occidental,Baliangao,Municipality,5th,0.40,0.31,0.16,0.87,0.25,0.33,0.20,0.77,1.65,0.00,74.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.09,2.2%,97.8%,0.0%,
Region X,Misamis Occidental,Bonifacio,Municipality,4th,0.83,1.71,0.56,3.10,1.10,1.64,2.39,5.13,8.23,0.14,111.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,119.77,6.9%,93.0%,0.0%,
Region X,Misamis Occidental,Calamba,Municipality,4th,1.04,4.61,0.40,6.05,2.53,3.29,19.29,25.12,31.16,0.09,85.70,0.00,0.00,0.17,0.08,0.00,0.00,0.26,117.21,26.6%,73.1%,0.2%,
Region X,Misamis Occidental,Clarin,Municipality,4th,1.04,10.03,0.41,11.49,2.77,1.36,5.77,9.90,21.38,0.02,108.37,0.00,0.00,0.00,0.14,0.00,0.00,0.14,129.91,16.5%,83.4%,0.1%,
Region X,Misamis Occidental,Concepcion,Municipality,6th,0.02,0.13,0.05,0.20,0.08,0.04,0.00,0.12,0.32,0.00,61.08,0.00,0.00,0.01,0.00,0.00,0.00,0.01,61.41,0.5%,99.5%,0.0%,
Region X,Misamis Occidental,Don Victoriano Chiongbian,Municipality,4th,0.07,0.13,0.10,0.31,0.19,0.18,0.17,0.55,0.86,0.00,96.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.24,0.9%,99.1%,0.0%,
Region X,Misamis Occidental,Jimenez,Municipality,3rd,4.12,8.90,0.50,13.53,1.44,1.54,11.40,14.38,27.91,0.13,91.68,0.00,0.00,0.02,0.21,0.00,0.00,0.24,119.95,23.3%,76.4%,0.2%,
Region X,Misamis Occidental,Lopez Jaena,Municipality,4th,0.74,0.69,0.27,1.70,0.73,0.88,7.12,8.73,10.43,0.05,89.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.08,10.4%,89.5%,0.0%,
Region X,Misamis Occidental,Panaon,Municipality,5th,2.46,1.72,0.17,4.35,0.50,4.84,0.00,5.35,9.69,0.04,57.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.20,14.4%,85.5%,0.0%,
Region X,Misamis Occidental,Plaridel,Municipality,3rd,0.84,3.38,1.53,5.74,2.84,2.29,27.66,32.79,38.53,0.21,109.84,0.00,0.00,0.10,0.09,0.00,0.00,0.19,148.77,25.9%,73.8%,0.1%,
Region X,Misamis Occidental,Sapang Dalaga,Municipality,5th,0.61,0.37,0.20,1.18,0.44,0.40,0.92,1.76,2.94,0.02,81.18,0.00,0.02,0.81,0.08,0.00,0.00,0.91,85.04,3.5%,95.5%,1.1%,
Region X,Misamis Occidental,Sinacaban,Municipality,5th,0.31,0.38,0.26,0.94,0.60,0.61,6.21,7.42,8.36,0.02,79.42,0.00,0.00,0.00,0.05,0.00,0.00,0.05,87.84,9.5%,90.4%,0.1%,
Region X,Misamis Occidental,Tudela,Municipality,4th,0.58,2.38,0.41,3.37,1.64,1.27,4.83,7.74,11.11,0.06,96.57,0.00,0.00,0.00,0.09,0.00,0.00,0.09,107.83,10.3%,89.6%,0.1%,
Region X,Misamis Oriental,Alubijid,Municipality,4th,2.49,3.36,0.33,6.18,2.42,2.27,8.68,13.37,19.56,0.03,98.67,0.00,0.00,0.00,0.02,17.70,0.00,17.73,135.98,14.4%,72.6%,13.0%,
Region X,Misamis Oriental,Balingasag,Municipality,2nd,20.56,7.50,0.95,29.01,5.43,1.42,6.92,13.78,42.79,0.24,166.90,0.00,0.00,0.00,0.10,0.00,0.00,0.11,210.04,20.4%,79.5%,0.1%,
Region X,Misamis Oriental,Balingoan,Municipality,5th,0.21,1.47,0.15,1.83,0.73,2.32,2.96,6.01,7.84,0.02,60.64,0.00,0.00,0.00,0.03,0.00,0.00,0.03,68.53,11.4%,88.5%,0.0%,
Region X,Misamis Oriental,Binuangan,Municipality,6th,0.21,0.31,0.09,0.61,0.23,2.39,0.15,2.78,3.39,0.02,50.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.79,6.3%,93.7%,0.0%,
Region X,Misamis Oriental,Claveria,Municipality,1st,5.79,3.59,0.55,9.93,2.72,0.79,11.18,14.70,24.63,1.11,208.05,0.00,0.00,0.00,0.05,0.00,0.00,0.05,233.84,10.5%,89.0%,0.0%,
Region X,Misamis Oriental,Gitagum,Municipality,5th,0.96,0.76,0.20,1.92,0.80,0.77,1.97,3.55,5.47,0.05,66.99,0.00,0.00,0.00,0.01,17.46,0.00,17.47,89.98,6.1%,74.5%,19.4%,
Region X,Misamis Oriental,Initao,Municipality,3rd,0.88,6.71,0.46,8.04,1.54,1.77,23.89,27.20,35.24,0.07,104.28,0.00,0.00,0.00,0.06,0.00,0.00,0.06,139.65,25.2%,74.7%,0.0%,
Region X,Misamis Oriental,Jasaan,Municipality,2nd,2.03,8.27,0.54,10.85,3.93,1.38,8.17,13.48,24.32,0.00,134.84,58.16,0.00,0.63,0.11,0.00,0.00,58.89,218.05,11.2%,61.8%,27.0%,
Region X,Misamis Oriental,Kinoguitan,Municipality,5th,0.35,0.19,0.11,0.65,0.29,0.20,1.29,1.78,2.43,0.04,63.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.09,3.7%,96.3%,0.0%,
Region X,Misamis Oriental,Lagonglong,Municipality,5th,0.65,0.89,0.21,1.74,0.51,0.49,2.65,3.65,5.39,0.01,82.25,0.00,0.00,0.00,0.03,0.00,0.00,0.03,87.68,6.1%,93.8%,0.0%,
Region X,Misamis Oriental,Laguindingan,Municipality,4th,2.11,4.37,0.31,6.79,2.89,2.40,6.72,12.01,18.80,0.03,75.77,0.00,0.00,0.00,0.09,16.88,0.00,16.97,111.56,16.9%,67.9%,15.2%,
Region X,Misamis Oriental,Libertad,Municipality,5th,3.10,1.99,0.06,5.15,0.39,0.51,1.76,2.67,7.81,0.05,56.99,0.00,0.00,0.00,0.02,0.00,0.00,0.02,64.87,12.0%,87.9%,0.0%,
Region X,Misamis Oriental,Lugait,Municipality,2nd,12.15,22.35,0.15,34.65,1.64,0.98,3.75,6.37,41.03,0.16,69.92,0.00,0.00,0.00,0.06,0.00,0.00,0.06,111.16,36.9%,62.9%,0.1%,
Region X,Misamis Oriental,Magsaysay,Municipality,4th,0.48,1.12,0.31,1.91,0.33,2.54,6.54,9.41,11.32,0.05,113.16,0.00,0.00,0.01,0.01,0.00,0.69,0.71,125.24,9.0%,90.4%,0.6%,
Region X,Misamis Oriental,Manticao,Municipality,4th,2.61,2.47,0.44,5.52,1.07,0.94,1.72,3.73,9.25,0.22,99.74,0.00,0.00,0.00,0.06,0.00,0.00,0.06,109.27,8.5%,91.3%,0.1%,
Region X,Misamis Oriental,Medina,Municipality,4th,2.70,11.32,0.44,14.47,2.74,3.11,6.52,12.37,26.83,0.02,111.22,0.00,0.00,0.00,0.04,0.00,0.00,0.04,138.12,19.4%,80.5%,0.0%,
Region X,Misamis Oriental,Naawan,Municipality,4th,1.53,2.33,0.25,4.11,0.83,12.08,0.00,12.91,17.02,0.04,82.30,0.00,0.00,0.00,0.04,5.97,0.00,6.01,105.36,16.2%,78.1%,5.7%,
Region X,Misamis Oriental,Opol,Municipality,2nd,4.09,25.25,1.34,30.69,8.02,6.02,24.85,38.88,69.57,0.06,162.40,0.00,0.00,0.01,0.16,0.00,0.00,0.16,232.18,30.0%,69.9%,0.1%,
Region X,Misamis Oriental,Salay,Municipality,4th,0.83,2.18,0.40,3.41,1.66,5.12,17.32,24.11,27.52,0.04,95.26,0.00,0.00,0.00,0.03,5.97,0.00,6.00,128.81,21.4%,74.0%,4.7%,
Region X,Misamis Oriental,Sugbongcogon,Municipality,5th,0.34,0.62,0.09,1.05,0.29,0.64,5.09,6.03,7.08,0.01,52.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.63,11.9%,88.1%,0.0%,
Region X,Misamis Oriental,Tagoloan,Municipality,1st,8.33,84.52,1.18,94.03,20.83,7.71,136.55,165.09,259.12,0.04,172.05,0.00,0.00,0.00,0.15,0.00,0.00,0.15,431.35,60.1%,39.9%,0.0%,
Region X,Misamis Oriental,Talisayan,Municipality,4th,0.53,1.19,0.38,2.09,0.66,0.48,0.69,1.83,3.92,0.00,96.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.10,3.9%,96.1%,0.0%,
Region X,Misamis Oriental,Villanueva,Municipality,2nd,42.85,44.06,0.79,87.70,7.84,4.33,18.79,30.96,118.66,0.06,105.51,10.65,0.00,5.20,0.28,0.00,0.00,16.13,240.37,49.4%,43.9%,6.7%,
Region XI,Davao De Oro,Compostela,Municipality,1st,5.26,13.12,3.22,21.59,5.34,7.41,10.46,23.21,44.80,0.14,223.21,0.00,0.00,0.00,0.19,0.00,0.00,0.19,268.35,16.7%,83.2%,0.1%,
Region XI,Davao De Oro,Laak,Municipality,1st,1.70,5.89,1.28,8.86,2.88,2.37,10.34,15.59,24.45,0.06,279.75,0.00,0.00,0.00,0.06,0.00,0.00,0.06,304.33,8.0%,91.9%,0.0%,
Region XI,Davao De Oro,Mabini,Municipality,2nd,0.90,5.51,0.39,6.80,2.28,1.42,11.06,14.75,21.55,0.09,165.86,0.00,0.00,0.00,0.03,0.00,0.00,0.03,187.53,11.5%,88.4%,0.0%,
Region XI,Davao De Oro,Maco,Municipality,1st,3.39,95.65,1.21,100.26,15.16,13.32,23.16,51.64,151.90,0.12,222.12,0.00,0.00,24.42,0.08,0.00,0.00,24.50,398.63,38.1%,55.7%,6.1%,
Region XI,Davao De Oro,Maragusan,Municipality,1st,2.23,16.74,1.28,20.25,5.15,7.17,15.59,27.91,48.16,0.07,197.21,0.00,0.00,0.00,0.11,0.00,0.00,0.11,245.54,19.6%,80.3%,0.0%,
Region XI,Davao De Oro,Mawab,Municipality,3rd,1.86,9.41,0.74,12.01,5.59,2.89,13.79,22.27,34.28,0.07,116.03,0.00,0.00,0.00,0.11,0.00,0.00,0.11,150.49,22.8%,77.1%,0.1%,
Region XI,Davao De Oro,Monkayo,Municipality,1st,2.87,11.23,2.44,16.53,6.02,7.71,51.10,64.82,81.35,0.01,288.22,0.00,0.00,0.00,0.12,0.00,0.00,0.12,369.70,22.0%,78.0%,0.0%,
Region XI,Davao De Oro,Montevista,Municipality,3rd,1.29,5.87,0.86,8.02,3.76,5.84,23.62,33.22,41.24,0.43,141.45,0.00,0.00,0.00,0.07,0.00,0.00,0.07,183.19,22.5%,77.2%,0.0%,
